Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Crossbow Infantry	['Creature']	['Human', 'Soldier', 'Archer']	2	['White']	1	1	{T}: Crossbow Infantry deals 1 damage to target attacking or blocking creature.	['MMQ', '7ED', '8ED', '9ED']
Karametra, God of Harvests	['Enchantment', 'Creature']	['God']	5	['White', 'Green']	6	7	Indestructible As long as your devotion to green and white is less than seven, Karametra isn't a creature. Whenever you cast a creature spell, you may search your library for a Forest or Plains card, put it onto the battlefield tapped, then shuffle your library.	['BNG']
Morphling	['Creature']	['Shapeshifter']	5	['Blue']	3	3	{U}: Untap Morphling. {U}: Morphling gains flying until end of turn. {U}: Morphling gains shroud until end of turn. (It can't be the target of spells or abilities.) {1}: Morphling gets +1/-1 until end of turn. {1}: Morphling gets -1/+1 until end of turn.	['pJGP', 'USG', 'VMA']
True-Name Nemesis	['Creature']	['Merfolk', 'Rogue']	3	['Blue']	3	1	As True-Name Nemesis enters the battlefield, choose a player. True-Name Nemesis has protection from the chosen player. (This creature can't be blocked, targeted, dealt damage, or enchanted by anything controlled by that player.)	['C13']
Disruptive Student	['Creature']	['Human', 'Wizard']	3	['Blue']	1	1	{T}: Counter target spell unless its controller pays {1}.	['USG', 'BRB']
Serrated Biskelion	['Artifact', 'Creature']	['Construct']	3	colorless	2	2	{T}: Put a -1/-1 counter on Serrated Biskelion and a -1/-1 counter on target creature.	['WTH', 'DDF']
Beastcaller Savant	['Creature']	['Elf', 'Shaman', 'Ally']	2	['Green']	1	1	Haste {T}: Add one mana of any color to your mana pool. Spend this mana only to cast a creature spell.	['BFZ']
Timid Drake	['Creature']	['Drake']	3	['Blue']	3	3	Flying When another creature enters the battlefield, return Timid Drake to its owner's hand.	['WTH', 'MMQ']
Face of Fear	['Creature']	['Horror']	6	['Black']	3	4	{2}{B}, Discard a card: Face of Fear gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)	['ODY']
Lynx	['Creature']	['Cat']	2	['Green']	2	1	Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)	['PO2', 'S99']
Benalish Infantry	['Creature']	['Human', 'Soldier']	3	['White']	1	3	Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	['WTH']
Cudgel Troll	['Creature']	['Troll']	4	['Green']	4	3	{G}: Regenerate Cudgel Troll. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)	['M10', 'M11', 'M12']
Porcelain Legionnaire	['Artifact', 'Creature']	['Soldier']	3	['White']	3	1	({W/P} can be paid with either {W} or 2 life.) First strike	['NPH']
Devouring Deep	['Creature']	['Fish']	3	['Blue']	1	2	Islandwalk (This creature can't be blocked as long as defending player controls an Island.)	['LEG']
Aven Fisher	['Creature']	['Bird', 'Soldier']	4	['Blue']	2	2	Flying (This creature can't be blocked except by creatures with flying or reach.) When Aven Fisher dies, you may draw a card.	['ODY', '8ED', '9ED', '10E']
Notion Thief	['Creature']	['Human', 'Rogue']	4	['Blue', 'Black']	3	1	Flash If an opponent would draw a card except the first one he or she draws in each of his or her draw steps, instead that player skips that draw and you draw a card.	['DGM']
Screeching Silcaw	['Creature']	['Bird']	2	['Blue']	1	2	Flying Metalcraft — Whenever Screeching Silcaw deals combat damage to a player, if you control three or more artifacts, that player puts the top four cards of his or her library into his or her graveyard.	['SOM']
Lim-Dûl's Cohort	['Creature']	['Zombie']	3	['Black']	2	3	Whenever Lim-Dûl's Cohort blocks or becomes blocked by a creature, that creature can't be regenerated this turn.	['ICE', 'ME4']
Barbed-Back Wurm	['Creature']	['Wurm']	5	['Black']	4	3	{B}: Target green creature blocking Barbed-Back Wurm gets -1/-1 until end of turn.	['MIR']
Whiptongue Frog	['Creature']	['Frog']	3	['Blue']	1	3	{U}: Whiptongue Frog gains flying until end of turn.	['EXO']
Goliath Spider	['Creature']	['Spider']	8	['Green']	7	6	Reach (This creature can block creatures with flying.)	['RAV']
Mycoid Shepherd	['Creature']	['Fungus']	4	['White', 'Green']	5	4	Whenever Mycoid Shepherd or another creature you control with power 5 or greater dies, you may gain 5 life.	['pWPN', 'ARB']
Hell's Caretaker	['Creature']	['Horror']	4	['Black']	1	1	{T}, Sacrifice a creature: Return target creature card from your graveyard to the battlefield. Activate this ability only during your upkeep.	['LEG', 'CHR', '9ED']
Squeaking Pie Sneak	['Creature']	['Goblin', 'Rogue']	2	['Black']	2	2	As an additional cost to cast Squeaking Pie Sneak, reveal a Goblin card from your hand or pay {3}. Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)	['LRW']
Unyaro Bees	['Creature']	['Insect']	3	['Green']	0	1	Flying {G}: Unyaro Bees gets +1/+1 until end of turn. {3}{G}, Sacrifice Unyaro Bees: Unyaro Bees deals 2 damage to target creature or player.	['TSP']
Goblin Spy	['Creature']	['Goblin', 'Rogue']	1	['Red']	1	1	Play with the top card of your library revealed.	['INV']
D'Avenant Healer	['Creature']	['Human', 'Cleric', 'Archer']	3	['White']	1	2	{T}: D'Avenant Healer deals 1 damage to target attacking or blocking creature. {T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.	['TSP']
Legion Loyalist	['Creature']	['Goblin', 'Soldier']	1	['Red']	1	1	Haste Battalion — Whenever Legion Loyalist and at least two other creatures attack, creatures you control gain first strike and trample until end of turn and can't be blocked by creature tokens this turn.	['GTC']
Ingenious Thief	['Creature']	['Human', 'Rogue']	2	['Blue']	1	1	Flying When Ingenious Thief enters the battlefield, look at target player's hand.	['POR', 'S99']
Yavimaya Kavu	['Creature']	['Kavu']	4	['Red', 'Green']	*	*	Yavimaya Kavu's power is equal to the number of red creatures on the battlefield. Yavimaya Kavu's toughness is equal to the number of green creatures on the battlefield.	['INV']
Walking Dead	['Creature']	['Zombie']	2	['Black']	1	1	{B}: Regenerate Walking Dead.	['LEG']
Jugan, the Rising Star	['Creature']	['Dragon', 'Spirit']	6	['Green']	5	5	Flying When Jugan, the Rising Star dies, you may distribute five +1/+1 counters among any number of target creatures.	['CHK', 'MMA']
Krark-Clan Shaman	['Creature']	['Goblin', 'Shaman']	1	['Red']	1	1	Sacrifice an artifact: Krark-Clan Shaman deals 1 damage to each creature without flying.	['MRD']
Scab-Clan Charger	['Creature']	['Centaur', 'Warrior']	4	['Green']	2	4	Bloodrush — {1}{G}, Discard Scab-Clan Charger: Target attacking creature gets +2/+4 until end of turn.	['GTC']
Nyxborn Wolf	['Enchantment', 'Creature']	['Wolf']	3	['Green']	3	1	Bestow {4}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Enchanted creature gets +3/+1.	['BNG']
Knight of Valor	['Creature']	['Human', 'Knight']	3	['White']	2	2	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) {1}{W}: Each creature without flanking blocking Knight of Valor gets -1/-1 until end of turn. Activate this ability only once each turn.	['VIS']
Hand of Justice	['Creature']	['Avatar']	6	['White']	2	6	{T}, Tap three untapped white creatures you control: Destroy target creature.	['FEM', 'MED']
Oxidda Golem	['Artifact', 'Creature']	['Golem']	6	colorless	3	2	Affinity for Mountains (This spell costs {1} less to cast for each Mountain you control.) Haste	['DST', 'DD2', 'DD3_JVC']
Devout Harpist	['Creature']	['Human']	1	['White']	1	1	{T}: Destroy target Aura attached to a creature.	['ULG']
Butcher Orgg	['Creature']	['Orgg']	7	['Red']	6	6	You may assign Butcher Orgg's combat damage divided as you choose among defending player and/or any number of creatures he or she controls.	['ONS']
Dreadbringer Lampads	['Enchantment', 'Creature']	['Nymph']	5	['Black']	4	2	Constellation — Whenever Dreadbringer Lampads or another enchantment enters the battlefield under your control, target creature gains intimidate until end of turn. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)	['JOU']
Belligerent Sliver	['Creature']	['Sliver']	3	['Red']	2	2	Sliver creatures you control have menace. (They can't be blocked except by two or more creatures.)	['M15']
Crookshank Kobolds	['Creature']	['Kobold']	0	['Red']	0	1	NA	['LEG', 'MED']
Marauding Maulhorn	['Creature']	['Beast']	4	['Red']	5	3	Marauding Maulhorn attacks each combat if able unless you control a creature named Advocate of the Beast.	['M14']
Lightning Mauler	['Creature']	['Human', 'Berserker']	2	['Red']	2	1	Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as Lightning Mauler is paired with another creature, both creatures have haste.	['AVR']
Zodiac Tiger	['Creature']	['Cat']	4	['Green']	3	4	Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)	['PTK']
Akki Drillmaster	['Creature']	['Goblin', 'Shaman']	3	['Red']	2	2	{T}: Target creature gains haste until end of turn.	['SOK']
Viashino Slasher	['Creature']	['Viashino', 'Warrior']	2	['Red']	1	2	{R}: Viashino Slasher gets +1/-1 until end of turn.	['RAV']
Zameck Guildmage	['Creature']	['Elf', 'Wizard']	2	['Blue', 'Green']	2	2	{G}{U}: This turn, each creature you control enters the battlefield with an additional +1/+1 counter on it. {G}{U}, Remove a +1/+1 counter from a creature you control: Draw a card.	['pMGD', 'GTC']
Battering Sliver	['Creature']	['Sliver']	6	['Red']	4	4	All Sliver creatures have trample.	['PLC']
Caldera Kavu	['Creature']	['Kavu']	3	['Red']	2	2	{1}{B}: Caldera Kavu gets +1/+1 until end of turn. {G}: Caldera Kavu becomes the color of your choice until end of turn.	['PLS']
Boros Battleshaper	['Creature']	['Minotaur', 'Soldier']	7	['White', 'Red']	5	5	At the beginning of each combat, up to one target creature attacks or blocks this combat if able and up to one target creature can't attack or block this combat.	['DGM']
Doomed Necromancer	['Creature']	['Human', 'Cleric', 'Mercenary']	3	['Black']	2	2	{B}, {T}, Sacrifice Doomed Necromancer: Return target creature card from your graveyard to the battlefield.	['ONS', '10E']
Flensermite	['Creature']	['Gremlin']	2	['Black']	1	1	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) Lifelink (Damage dealt by this creature also causes you to gain that much life.)	['MBS']
Death Charmer	['Creature']	['Worm', 'Mercenary']	3	['Black']	2	2	Whenever Death Charmer deals combat damage to a creature, that creature's controller loses 2 life unless he or she pays {2}.	['PCY']
Scourge of Fleets	['Creature']	['Kraken']	7	['Blue']	6	6	When Scourge of Fleets enters the battlefield, return each creature your opponents control with toughness X or less to its owner's hand, where X is the number of Islands you control.	['pPRE', 'JOU', 'DDO']
Dimir Cutpurse	['Creature']	['Spirit']	3	['Blue', 'Black']	2	2	Whenever Dimir Cutpurse deals combat damage to a player, that player discards a card and you draw a card.	['RAV', 'DDH']
Spectral Rider	['Creature']	['Spirit', 'Knight']	2	['White']	2	2	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)	['ISD']
Nebuchadnezzar	['Creature']	['Human', 'Wizard']	5	['Blue', 'Black']	3	3	{X}, {T}: Name a card. Target opponent reveals X cards at random from his or her hand. Then that player discards all cards with that name revealed this way. Activate this ability only during your turn.	['LEG', 'CHR', 'ME3']
Boldwyr Heavyweights	['Creature']	['Giant', 'Warrior']	4	['Red']	8	8	Trample When Boldwyr Heavyweights enters the battlefield, each opponent may search his or her library for a creature card and put it onto the battlefield. Then each player who searched his or her library this way shuffles it.	['MOR']
Krark-Clan Ogre	['Creature']	['Ogre']	5	['Red']	3	3	{R}, Sacrifice an artifact: Target creature can't block this turn.	['5DN']
Azimaet Drake	['Creature']	['Drake']	3	['Blue']	1	3	Flying {U}: Azimaet Drake gets +1/+0 until end of turn. Activate this ability only once each turn.	['MIR']
Venser, Shaper Savant	['Creature']	['Human', 'Wizard']	4	['Blue']	2	2	Flash (You may cast this spell any time you could cast an instant.) When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.	['FUT', 'V13']
Chapel Geist	['Creature']	['Spirit']	3	['White']	2	3	Flying	['ISD']
Bog Glider	['Creature']	['Human', 'Mercenary']	3	['Black']	1	1	Flying {T}, Sacrifice a land: Search your library for a Mercenary permanent card with converted mana cost 2 or less and put it onto the battlefield. Then shuffle your library.	['PCY']
Tragic Poet	['Creature']	['Human']	1	['White']	1	1	{T}, Sacrifice Tragic Poet: Return target enchantment card from your graveyard to your hand.	['ULG']
Flame-Wreathed Phoenix	['Creature']	['Phoenix']	4	['Red']	3	3	Flying Tribute 2 (As this creature enters the battlefield, an opponent of your choice may place two +1/+1 counters on it.) When Flame-Wreathed Phoenix enters the battlefield, if tribute wasn't paid, it gains haste and "When this creature dies, return it to its owner's hand."	['BNG']
Unruly Mob	['Creature']	['Human']	2	['White']	1	1	Whenever another creature you control dies, put a +1/+1 counter on Unruly Mob.	['ISD']
Sylvan Ranger	['Creature']	['Elf', 'Scout']	2	['Green']	1	1	When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.	['pWPN', 'M11', 'DDH', 'C14']
Blaster Mage	['Creature']	['Human', 'Spellshaper']	3	['Red']	2	2	{R}, {T}, Discard a card: Destroy target Wall.	['MMQ']
Flowstone Hellion	['Creature']	['Hellion', 'Beast']	5	['Red']	3	3	Haste {0}: Flowstone Hellion gets +1/-1 until end of turn.	['STH', 'VMA']
Shinen of Fear's Chill	['Creature']	['Spirit']	5	['Black']	3	2	Shinen of Fear's Chill can't block. Channel — {1}{B}, Discard Shinen of Fear's Chill: Target creature can't block this turn.	['SOK']
Two-Headed Sliver	['Creature']	['Sliver']	2	['Red']	1	1	All Sliver creatures have menace. (They can't be blocked except by two or more creatures.)	['TSP']
Puresight Merrow	['Creature']	['Merfolk', 'Wizard']	2	['White', 'Blue']	2	2	{W/U}, {Q}: Look at the top card of your library. You may exile that card. ({Q} is the untap symbol.)	['SHM']
Lumbering Satyr	['Creature']	['Satyr', 'Beast']	4	['Green']	5	4	All creatures have forestwalk. (They can't be blocked as long as defending player controls a Forest.)	['MMQ']
Shizuko, Caller of Autumn	['Creature']	['Snake', 'Shaman']	3	['Green']	2	3	At the beginning of each player's upkeep, that player adds {G}{G}{G} to his or her mana pool. Until end of turn, this mana doesn't empty from that player's mana pool as steps and phases end.	['BOK']
Vithian Renegades	['Creature']	['Human', 'Shaman']	3	['Red', 'Green']	3	2	When Vithian Renegades enters the battlefield, destroy target artifact.	['ARB']
Aesthir Glider	['Artifact', 'Creature']	['Bird']	3	colorless	2	1	Flying Aesthir Glider can't block.	['ALL', 'ATH', 'ME4']
Sea Eagle	['Creature']	['Bird']	2	['Blue']	1	1	Flying	['S99', 'S00', '8ED']
Pygmy Allosaurus	['Creature']	['Lizard']	3	['Green']	2	2	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)	['ICE']
Arcbound Stinger	['Artifact', 'Creature']	['Insect']	2	colorless	0	0	Flying Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)	['DST', 'MMA']
Giant Turtle	['Creature']	['Turtle']	3	['Green']	2	4	Giant Turtle can't attack if it attacked during your last turn.	['LEG']
Glarecaster	['Creature']	['Bird', 'Cleric']	6	['White']	3	3	Flying {5}{W}: The next time damage would be dealt to Glarecaster and/or you this turn, that damage is dealt to target creature or player instead.	['ONS']
Lurking Arynx	['Creature']	['Cat', 'Beast']	5	['Green']	3	5	Formidable — {2}{G}: Target creature blocks Lurking Arynx this turn if able. Activate this ability only if creatures you control have total power 8 or greater.	['DTK']
Nether Traitor	['Creature']	['Spirit']	2	['Black']	1	1	Haste Shadow (This creature can block or be blocked by only creatures with shadow.) Whenever another creature is put into your graveyard from the battlefield, you may pay {B}. If you do, return Nether Traitor from your graveyard to the battlefield.	['TSP']
Caller of the Hunt	['Creature']	['Human']	3	['Green']	*	*	As an additional cost to cast Caller of the Hunt, choose a creature type. Caller of the Hunt's power and toughness are each equal to the number of creatures of the chosen type on the battlefield.	['MMQ']
Opal-Eye, Konda's Yojimbo	['Creature']	['Fox', 'Samurai']	3	['White']	1	4	Defender (This creature can't attack.) Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {T}: The next time a source of your choice would deal damage this turn, that damage is dealt to Opal-Eye, Konda's Yojimbo instead. {1}{W}: Prevent the next 1 damage that would be dealt to Opal-Eye this turn.	['BOK']
Monastery Swiftspear	['Creature']	['Human', 'Monk']	1	['Red']	1	2	Haste Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)	['KTK']
Steel Hellkite	['Artifact', 'Creature']	['Dragon']	6	colorless	5	5	Flying {2}: Steel Hellkite gets +1/+0 until end of turn. {X}: Destroy each nonland permanent with converted mana cost X whose controller was dealt combat damage by Steel Hellkite this turn. Activate this ability only once each turn.	['pLPA', 'SOM', 'C14']
Liliana's Specter	['Creature']	['Specter']	3	['Black']	2	1	Flying When Liliana's Specter enters the battlefield, each opponent discards a card.	['pMGD', 'M11', 'PC2', 'CNS']
Berserk Murlodont	['Creature']	['Beast']	5	['Green']	3	3	Whenever a Beast becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.	['LGN']
Fulminator Mage	['Creature']	['Elemental', 'Shaman']	3	['Black', 'Red']	2	2	Sacrifice Fulminator Mage: Destroy target nonbasic land.	['SHM', 'MM2']
Woolly Mammoths	['Creature']	['Elephant']	3	['Green']	3	2	Woolly Mammoths has trample as long as you control a snow land.	['ICE', 'CST', 'ME2']
Underworld Cerberus	['Creature']	['Hound']	5	['Black', 'Red']	6	6	Underworld Cerberus can't be blocked except by three or more creatures. Cards in graveyards can't be the targets of spells or abilities. When Underworld Cerberus dies, exile it and each player returns all creature cards from his or her graveyard to his or her hand.	['THS']
Tangle Angler	['Creature']	['Horror']	4	['Green']	1	5	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) {G}: Target creature blocks Tangle Angler this turn if able.	['SOM']
Mistblade Shinobi	['Creature']	['Human', 'Ninja']	3	['Blue']	1	1	Ninjutsu {U} ({U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever Mistblade Shinobi deals combat damage to a player, you may return target creature that player controls to its owner's hand.	['BOK', 'PC2']
The Unspeakable	['Creature']	['Spirit']	9	['Blue']	6	7	Flying, trample Whenever The Unspeakable deals combat damage to a player, you may return target Arcane card from your graveyard to your hand.	['CHK']
Linvala, Keeper of Silence	['Creature']	['Angel']	4	['White']	3	4	Flying Activated abilities of creatures your opponents control can't be activated.	['ROE']
Twisted Abomination	['Creature']	['Zombie', 'Mutant']	6	['Black']	5	3	{B}: Regenerate Twisted Abomination. Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, and put it into your hand. Then shuffle your library.)	['SCG', 'TSB', 'DDD', 'ARC', 'PD3', 'CNS', 'DD3_GVL']
Paragon of New Dawns	['Creature']	['Human', 'Soldier']	4	['White']	2	2	Other white creatures you control get +1/+1. {W}, {T}: Another target white creature you control gains vigilance until end of turn. (Attacking doesn't cause it to tap.)	['M15']
Oathsworn Giant	['Creature']	['Giant', 'Soldier']	6	['White']	3	4	Vigilance Other creatures you control get +0/+2 and have vigilance.	['RAV']
Mortipede	['Creature']	['Insect']	4	['Black']	4	1	{2}{G}: All creatures able to block Mortipede this turn do so.	['RAV']
Zerapa Minotaur	['Creature']	['Minotaur']	4	['Red']	3	3	First strike {2}: Zerapa Minotaur loses first strike until end of turn. Any player may activate this ability.	['PCY']
Smokebraider	['Creature']	['Elemental', 'Shaman']	2	['Red']	1	1	{T}: Add two mana in any combination of colors to your mana pool. Spend this mana only to cast Elemental spells or activate abilities of Elementals.	['LRW', 'HOP', 'MM2']
Alhammarret, High Arbiter	['Creature']	['Sphinx']	7	['Blue']	5	5	Flying As Alhammarret, High Arbiter enters the battlefield, each opponent reveals his or her hand. You choose the name of a nonland card revealed this way. Your opponents can't cast spells with the chosen name (as long as this creature is on the battlefield).	['ORI']
Weathered Wayfarer	['Creature']	['Human', 'Nomad', 'Cleric']	1	['White']	1	1	{W}, {T}: Search your library for a land card, reveal it, and put it into your hand. Then shuffle your library. Activate this ability only if an opponent controls more lands than you.	['ONS', '9ED']
Research Assistant	['Creature']	['Human', 'Wizard']	2	['Blue']	1	3	{3}{U}, {T}: Draw a card, then discard a card.	['M15']
Stitcher Geralf	['Creature']	['Human', 'Wizard']	5	['Blue']	3	4	{2}{U}, {T}: Each player puts the top three cards of his or her library into his or her graveyard. Exile up to two creature cards put into graveyards this way. Put an X/X blue Zombie creature token onto the battlefield, where X is the total power of the cards exiled this way.	['C14']
Elvish Visionary	['Creature']	['Elf', 'Shaman']	2	['Green']	1	1	When Elvish Visionary enters the battlefield, draw a card.	['pFNM', 'ALA', 'M10', 'DPA', 'M13', 'C14', 'ORI']
Teremko Griffin	['Creature']	['Griffin']	4	['White']	2	2	Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	['MIR']
Soldier of the Pantheon	['Creature']	['Human', 'Soldier']	1	['White']	2	1	Protection from multicolored Whenever an opponent casts a multicolored spell, you gain 1 life.	['THS']
Veteran of the Depths	['Creature']	['Merfolk', 'Soldier']	4	['White']	2	2	Whenever Veteran of the Depths becomes tapped, you may put a +1/+1 counter on it.	['LRW']
Gnawing Zombie	['Creature']	['Zombie']	2	['Black']	1	3	{1}{B}, Sacrifice a creature: Target player loses 1 life and you gain 1 life.	['M14']
Filthy Cur	['Creature']	['Hound']	2	['Black']	2	2	Whenever Filthy Cur is dealt damage, you lose that much life.	['ODY']
Longshot Squad	['Creature']	['Hound', 'Archer']	4	['Green']	3	3	Outlast {1}{G} ({1}{G}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Each creature you control with a +1/+1 counter on it has reach. (A creature with reach can block creatures with flying.)	['KTK']
Nantuko Calmer	['Creature']	['Insect', 'Druid']	4	['Green']	2	3	{G}, {T}, Sacrifice Nantuko Calmer: Destroy target enchantment. Threshold — Nantuko Calmer gets +1/+1 as long as seven or more cards are in your graveyard.	['TOR']
Ballynock Trapper	['Creature']	['Kithkin', 'Soldier']	4	['White']	2	2	{T}: Tap target creature. Whenever you cast a white spell, you may untap Ballynock Trapper.	['EVE']
Sage of Lat-Nam	['Creature']	['Human', 'Artificer']	2	['Blue']	1	2	{T}, Sacrifice an artifact: Draw a card.	['ATQ', '8ED']
Molting Harpy	['Creature']	['Harpy', 'Mercenary']	1	['Black']	2	1	Flying At the beginning of your upkeep, sacrifice Molting Harpy unless you pay {2}.	['MMQ']
Vital Splicer	['Creature']	['Human', 'Artificer']	4	['Green']	1	1	When Vital Splicer enters the battlefield, put a 3/3 colorless Golem artifact creature token onto the battlefield. {1}: Regenerate target Golem you control.	['NPH']
Elvish Farmer	['Creature']	['Elf']	2	['Green']	0	2	At the beginning of your upkeep, put a spore counter on Elvish Farmer. Remove three spore counters from Elvish Farmer: Put a 1/1 green Saproling creature token onto the battlefield. Sacrifice a Saproling: You gain 2 life.	['FEM', 'ME2']
Scarred Vinebreeder	['Creature']	['Elf', 'Shaman']	2	['Black']	1	1	{2}{B}, Exile an Elf card from your graveyard: Scarred Vinebreeder gets +3/+3 until end of turn.	['LRW']
Tormented Pariah	['Creature']	['Human', 'Warrior', 'Werewolf']	4	['Red']	3	2	At the beginning of each upkeep, if no spells were cast last turn, transform Tormented Pariah.	['ISD']
Orochi Eggwatcher	['Creature']	['Snake', 'Shaman']	3	['Green']	1	1	{2}{G}, {T}: Put a 1/1 green Snake creature token onto the battlefield. If you control ten or more creatures, flip Orochi Eggwatcher.	['CHK']
Goblin Bangchuckers	['Creature']	['Goblin', 'Warrior']	4	['Red']	2	2	{T}: Flip a coin. If you win the flip, Goblin Bangchuckers deals 2 damage to target creature or player. If you lose the flip, Goblin Bangchuckers deals 2 damage to itself.	['M12']
Selesnya Evangel	['Creature']	['Elf', 'Shaman']	2	['White', 'Green']	1	2	{1}, {T}, Tap an untapped creature you control: Put a 1/1 green Saproling creature token onto the battlefield.	['RAV', 'CMD']
Avian Changeling	['Creature']	['Shapeshifter']	3	['White']	2	2	Changeling (This card is every creature type.) Flying	['LRW', 'MMA']
Lady Zhurong, Warrior Queen	['Creature']	['Human', 'Soldier', 'Warrior']	5	['Green']	4	3	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)	['PTK']
Unstoppable Ash	['Creature']	['Treefolk', 'Warrior']	4	['Green']	5	5	Trample Champion a Treefolk or Warrior (When this enters the battlefield, sacrifice it unless you exile another Treefolk or Warrior you control. When this leaves the battlefield, that card returns to the battlefield.) Whenever a creature you control becomes blocked, it gets +0/+5 until end of turn.	['MOR']
Arms Dealer	['Creature']	['Goblin', 'Rogue']	3	['Red']	1	1	{1}{R}, Sacrifice a Goblin: Arms Dealer deals 4 damage to target creature.	['MMQ', 'M13']
Xathrid Necromancer	['Creature']	['Human', 'Wizard']	3	['Black']	2	2	Whenever Xathrid Necromancer or another Human creature you control dies, put a 2/2 black Zombie creature token onto the battlefield tapped.	['pMEI', 'M14']
Ana Battlemage	['Creature']	['Human', 'Wizard']	3	['Green']	2	2	Kicker {2}{U} and/or {1}{B} (You may pay an additional {2}{U} and/or {1}{B} as you cast this spell.) When Ana Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, target player discards three cards. When Ana Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, tap target untapped creature and that creature deals damage equal to its power to its controller.	['PLC']
Brighthearth Banneret	['Creature']	['Elemental', 'Warrior']	2	['Red']	1	1	Elemental spells and Warrior spells you cast cost {1} less to cast. Reinforce 1—{1}{R} ({1}{R}, Discard this card: Put a +1/+1 counter on target creature.)	['MOR']
Boggart Arsonists	['Creature']	['Goblin', 'Rogue']	3	['Red']	2	1	Plainswalk (This creature can't be blocked as long as defending player controls a Plains.) {2}{R}, Sacrifice Boggart Arsonists: Destroy target Scarecrow or Plains.	['SHM']
Wood Elemental	['Creature']	['Elemental']	4	['Green']	*	*	As Wood Elemental enters the battlefield, sacrifice any number of untapped Forests. Wood Elemental's power and toughness are each equal to the number of Forests sacrificed as it entered the battlefield.	['LEG', 'ME4']
Rukh Egg	['Creature']	['Bird']	4	['Red']	0	3	When Rukh Egg dies, put a 4/4 red Bird creature token with flying onto the battlefield at the beginning of the next end step.	['ARN', 'pREL', '8ED', '9ED']
Painbringer	['Creature']	['Human', 'Minion']	4	['Black']	1	1	{T}, Exile any number of cards from your graveyard: Target creature gets -X/-X until end of turn, where X is the number of cards exiled this way.	['ODY']
Ixidor, Reality Sculptor	['Creature']	['Human', 'Wizard']	5	['Blue']	3	4	Face-down creatures get +1/+1. {2}{U}: Turn target face-down creature face up.	['ONS']
Sibsig Host	['Creature']	['Zombie']	5	['Black']	2	6	When Sibsig Host enters the battlefield, each player puts the top three cards of his or her library into his or her graveyard.	['FRF']
Axegrinder Giant	['Creature']	['Giant', 'Warrior']	6	['Red']	6	4	NA	['LRW']
Standing Army	['Creature']	['Human', 'Soldier']	4	['White']	2	4	As long as you're standing, Standing Army has vigilance. (Attacking doesn't cause it to tap.)	['UNH']
Spawn of Thraxes	['Creature']	['Dragon']	7	['Red']	5	5	Flying When Spawn of Thraxes enters the battlefield, it deals damage to target creature or player equal to the number of Mountains you control.	['pPRE', 'JOU']
Hissing Iguanar	['Creature']	['Lizard']	3	['Red']	3	1	Whenever another creature dies, you may have Hissing Iguanar deal 1 damage to target player.	['ALA', 'PC2']
Mindleech Mass	['Creature']	['Horror']	8	['Blue', 'Black']	6	6	Trample Whenever Mindleech Mass deals combat damage to a player, you may look at that player's hand. If you do, you may cast a nonland card in it without paying that card's mana cost.	['RAV']
